category,description
environment,"But what he didn’t realize was that the officer mistook him for a man named Thomas Castleberry, who had a warrant out for his arrest for violating probation in a 2006 drug case."
environment,"It’s unclear how this happened as Spriestersbach and Castleberry had never met. Spriestersbach somehow ended up with Castleberry as his alias, even though Spriestersbach never claimed to be Castleberry, according to the Hawaii Innocence Project."
environment,Spriestersbach’s attorneys argue it all could have been cleared up if police simply compared the two men’s photographs and fingerprints.
environment,"Instead, against Spriestersbach’s protests that he wasn’t Castleberry, he was eventually committed to the Hawaii State Hospital."
environment,"The psychiatrist asked a detective to come to the hospital, who verified fingerprints and photographs to determine the wrong man had been arrested and Spriestersbach spent two years and eight months institutionalized, the petition said, noting that it wasn’t hard to determine the the real Castleberry has been incarcerated in an Alaska prison since 2016."
environment,"All it took were simple Google searches and a few phone calls to verify that Spriestersbach was on another island when Castleberry was initially arrested, according to the court document."
environment,"According to records, a 49-year-old man named Thomas R. Castleberry is in the Spring Creek Correctional Facility in Seward, Alaska. His relatives couldn’t be reached for comment. The Alaska public defender listed for him declined to comment Tuesday."
environment,The Hawaii Innocence Project document also claims Spriestersbach had ineffective counsel: the Hawaii public defender’s office.
environment,"Police, the state public defender’s office, the state attorney general and the hospital “share in the blame for this gross miscarriage of justice,” the petition said."
environment,"“Yet, the more Mr. Spriestersbach vocalized his innocence by asserting that he is not Mr. Castleberry, the more he was declared delusional and psychotic by the H.S.H. staff and doctors and heavily medicated,” the petition said. “It was understandable that Mr. Spriestersbach was in an agitated state when he was being wrongfully incarcerated for Mr. Castleberry’s crime and despite his continual denial of being Mr. Castleberry and providing all of his relevant identification and places where he was located during Mr. Castleberry’s court appearances, no one would believe him or take any meaningful steps to verify his identity and determine that what Mr. Spriestersbach was telling the truth – he was not Mr. Castleberry.”"
environment,No one believed him — not even his various public defenders — until a hospital psychiatrist finally listened.
environment,Hawaii Public Defender James Tabe and spokespersons for the state attorney general’s and health department didn’t immediately return messages seeking comment Tuesday.
environment,"Spriestersbach, 50, who lives with his sister in Vermont, declined to comment for this story."
environment,"Once the fingerprints and photographs were finalized, officials moved quickly, but secretly, to release Spriestersbach in January 2020, the petition said."
environment,"His lawyers think officials didn’t think anyone would believe Spriestersbach or no one would care about the homeless man who fell asleep waiting for food, only to wake up to a living nightmare."
environment,"“A secret meeting was held with all of the parties, except Mr. Spriestersbach, present. There is no court record of this meeting or no public court record of this meeting. No entry or order reflects this miscarriage of justice that occurred or a finding that Mr. Spriestersbach is not Thomas Castleberry,” the court document said."
environment,"His sister, Vedanta Griffith, spent nearly 16 years looking for him. He moved to Hawaii with Griffith when her husband was stationed on Oahu with the Army in 2003. He moved to the Big Island and then disappeared, while suffering mental health issues, she said."
environment,"“Part of what they used against him was his own argument: ‘I’m not Thomas Castleberry. I didn’t commit these crimes. ... This isn’t me,’” she told The Associated Press. “So they used that as saying he was delusional, as justification for keeping him.”"
environment,"After his release, he ended up at a homeless shelter, which contacted his family."
environment,Spriestersbach now refuses to leave his sister’s 10-acre property.
environment,"“And then when light is shown on it, what do they do? They don’t even put it on the record. They don’t make it part of the case,” Griffith said. “And then they don’t come to him and say, ‘We are so sorry’ or, how about even ‘Gee, this wasn’t you. You were right all along.’”"
environment,"It’s then that the already emotional post takes a truly gut-wrenching turn. The ranger hears a stick snap and sees another bear nearby. At first, the ranger thinks maybe the bear is scavenging or is possibly also trying to cross the road."
environment,"The bear turned out to be a cub around 6 months old. The ranger, whose name is not given, carries the cub away from the road to a grassy spot. The ranger notes the cub is female, which “immediately triggers thoughts of the life this bear may have lived ― perhaps she would have had cubs of her own.”"
environment,Yosemite National Park shared a heartbreaking story from a ranger that illustrates the deadly consequences of driving recklessly or too fast in the park.
environment,"The meaning is clear: “This bear is the mom, and she never left her cub.”"
environment,"AP journalist Mark Thiessen in Anchorage, Alaska, contributed to this report."
environment,"“We get this call a lot,” begins the now-viral post, shared on the park’s social media accounts on Friday. “Too much, to be honest. ‘Bear hit by vehicle, dead on the side of the road.’ Sadly, it’s become routine.”"
environment,"“But then I hear it, and it changes my mind completely,” the ranger wrote. “From behind me there’s a deep toned but soft sounding grunt. I immediately know what it is. It’s a vocalization, the kind sows (female bears) make to call to their cubs.”"
environment,"“The calls to the cub continue, sounding more pained each time,” the post reads. “I glance back finding myself hoping it would respond to her call too, but of course, nothing. Now here I am, standing between a grieving mother and her child. I feel like a monster.”"
environment,"“We don’t take this action lightly; we know that it’s going to impose hardships on folks,” she said."
environment,The western United States is in the midst of an historic drought that is emptying reservoirs and contributing to massive wildfires.
environment,"Extreme conditions like these are often from a combination of unusual random, short-term and natural weather patterns heightened by long-term, human-caused climate change. Scientists have long warned that the weather will get wilder as the world warms. Climate change has made the West much warmer and drier in the past 30 years. Special calculations are needed to determine how much global warming is to blame, if at all, for a single extreme weather event."
environment,"The ranger quickly left, but first set up a camera to capture the “sad reality” of animals hit by cars in Yosemite. Vehicle-bear collisions are one of the “leading causes” of black bear mortality in Yosemite, according to Keep Bears Wild, an initiative from the park and the Yosemite Conservancy,"
environment,"The National Park Service states that at least eight bears have been hit by cars in Yosemite and at least one killed so far this year. CNN notes that Yosemite is still currently in the midst of its peak season, which is from June-September."
environment,"SACRAMENTO, Calif. (AP) — California regulators are planning to stop thousands of farmers from taking water out of the state’s major rivers and streams because of a worsening drought."
environment,"The Sacramento Bee reported that the State Water Resources Control Board will vote on the “emergency curtailment” order Aug. 3. If approved, it would take effect about two weeks later. There would be exceptions for drinking water and other needs."
environment,"During the previous drought in the mid 2010s, state officials imposed restrictions on farmers, but stopped short of issuing a blanket order like this."
environment,"The order shows the effect the drought is having on California’s water supply, said Eileen Sobeck, the board’s executive director. Sobeck told the newspaper that there “is just not enough to meet all of the legitimate demands.”"
environment,"“He’s so afraid that they’re going to take him again,” Griffith said."
environment,"California Gov. Gavin Newsom has asked everyone to voluntarily cut their water use by 15%. He has issued an emergency drought proclamation that covers 50 of the state’s 58 counties, or about 42% of the state’s population. California’s population centers — including Los Angeles, San Diego and San Francisco — are not included."
environment,"Farmers’ water allocations this year have already been dramatically reduced. This new order will further weaken their ability to produce this year, said Karen Ross, secretary of of the state Department of Food and Agriculture. But she said the move is “absolutely necessary.”"
environment,"MOSCOW (AP) — Thousands of wildfires engulf broad expanses of Russia each year, destroying forests and shrouding regions in acrid smoke."
environment,"The fires have shrouded Yakutia’s cities, towns and villages in thick smoke, forcing authorities to briefly suspend flights at the regional capital’s airport. The Defense Ministry deployed transport planes and helicopters to help douse the flames."
environment,"The vast Sakha-Yakutia region of Siberia has had a long spell of extremely hot and dry weather this summer, with temperatures reaching 39 degrees Celsius (102 degrees Fahrenheit) and setting records for several days. The heat wave helped spark hundreds of fires, which so far have scorched more than 1.5 million hectares (3.7 million acres) of land, making it the worst-affected region in Russia."
environment,"Fedot Tumusov, a member of the Russian parliament who represents the region, called the blazes “unprecedented” in their scope."
environment,Monitoring Difficulties
environment,The forests that cover huge areas of Russia make monitoring and quickly spotting new fires a daunting task.
environment,"In recent years, Russia has recorded high temperatures that many scientists regard as a clear result of climate change. The hot weather has caused permafrost to melt and fueled a growing number of fires."
environment,"In 2007, a federal network to spot fires from aircraft was disbanded and had its assets turned over to regional authorities. The much-criticized change resulted in the program’s rapid deterioration."
environment,"The government later reversed the move and reestablished the federal agency in charge of monitoring forests from the air. However, its resources remain limited, making it hard to survey the massive forests of Siberia and the Far East."
environment,Neglect of Fire Safety Rules
environment,"Authorities regularly conduct controlled burns, setting a fire to clear the way for new vegetation or to deprive unplanned wildfires of fuel. Observers say such intentional burns often are poorly managed and sometimes trigger bigger blazes instead of containing them."
environment,"While some wildfires are sparked by lightning, experts estimate that over 70% of them are caused by people, from carelessly discarding cigarettes to abandoned campfires, but there are other causes."
environment,Arson
environment,Farmers also use the same technique to burn grass and small trees on agricultural lands. Such burns regularly get out of control.
environment,Record Heat
environment,Some factors behind Russia’s endemic wildfires and their consequences:
environment,Activists and experts say that fires are often set deliberately to cover up evidence of illegal lumbering or to create new places for timber harvesting under the false pretext of clearing burned areas.
environment,"Activists in Siberia and the Far East allege such arson is driven by strong demand for timber in the colossal Chinese market, and they have called for a total ban on timber exports to China."
environment,"Critics blame the 2007 forest code that gave control over timberlands to regional authorities and businesses, eroding centralized monitoring, fueling corruption and contributing to illegal tree-cutting practices that help spawn fires."
environment,"Officials have acknowledged the problem and pledged to tighten oversight, but Russia’s far-flung territory and regulatory loopholes make it hard to halt the illegal activity."
environment,Controversial Regulations
environment,"Critics have long assailed the provision, arguing it encourages inaction by authorities and slows firefighting efforts so a blaze that could have been extinguished at a relatively small cost is often allowed to burn uncontrolled."
environment,Russian law allows authorities to let wildfires burn in certain areas if the potential damage is considered not worth the costs of containing them.
environment,"“They eventually have to extinguish it anyway, but the damage and the costs are incomparable,” said Mikhail Kreindlin of Greenpeace Russia."
environment,"
Long-Term Consequences
In addition to destroying trees, wildfires also kill wildlife and pose a threat to human health by polluting the air.
Carbon emissions from fires and the destruction of forests, which are a major source of oxygen, also contribute to global warming and its potentially catastrophic impact.
This year’s fires in Siberia already have emitted more carbon than those in some previous years, according to Mark Parrington, a senior scientist at the European Centre for Medium-Range Weather Forecasts.
He said the peat fires that are common in Siberia and many other Russian regions are particularly harmful in terms of emissions because peat has been absorbing carbon for tens of thousands of years.
“Then it’s releasing all that carbon back into the atmosphere,” Parrington said.
While pledging adherence to the Paris agreement on climate change, Russian officials often underline the key role played by their forests in slowing down global warming. However, regular wildfires have the opposite effect, dramatically boosting carbon emissions.
“They emphasize that huge areas are covered by forests but neglect the effect of greenhouse gas emissions resulting from fires,” Greenpeace’s Kreindlin said.
"
environment,A baby orca named Toa has captured the hearts of New Zealanders and sparked a frantic nationwide search for his family after he was found stranded on rocks nearly two weeks ago.
environment,"Orcas don’t typically wean until 1 to 2 years of age, meaning he requires constant monitoring."
environment,"The calf, thought to be 3 to 6 months old, has been receiving round-the-clock care from a massive cast that includes whale rescue groups, volunteers, the local Māori tribe Ngāti Toa Rangatira and the country’s Department of Conservation (DOC)."
environment,"Toa had been staying in a sea-pen in the harbor but was moved to a 8,400-gallon seawater pool in the carpark of a local boating club for several days to protect him and his carers during the rough weather."
environment,He was successfully transferred back into his sea-pen Thursday night in an effort to help with injuries to his fins and an inflamed eye. He had also become more lethargic and stopped vocalizing as much as he had.
environment,"Toa, which means fighter or hero in Māori, was found near Plimmerton, just north of the New Zealand capital of Wellington, on July 11. Since then, the difficult mission to keep Toa safe and healthy has been marred by bad weather. Last week, a violent storm tore through the region, bringing massive swells, flooding and a sewage spill into the harbor."
environment,"“As soon as the calf was back in the sea, he started calling and zooming around the pen,” said Ian Angus, marine species manager for the DOC. "
environment,“We remain focused on trying to find the orca calf’s pod. Our efforts will be focused on the lower half of the North Island and upper half of the South Island.”
environment,"Toa’s primary caregiver is Ingrid Visser, the only person in the country with a doctorate in New Zealand orcas. She’s been with Toa since the start and has been monitoring him on site day and night while directing volunteers on how to help him, according to The Guardian."
environment,"In a Wellington whale watch Facebook group, updates from locals, volunteers and tipsters appear almost hourly as people share images and videos of the little orca and desperately try to locate his family."
environment,"The DOC has opened up a tip line for people to report orca sightings anywhere in the country, given orcas can travel up to 100 miles a day."
environment,"However, as time drags on, experts have raised concern about his welfare. "
environment,"Karen Stockin, a marine biologist, told the NZ Herald that if Toa’s pod can’t be found, there are only two options: euthanasia or putting him into a purpose-built rehabilitation facility, which New Zealand does not have. Other experts have also raised concerns about his ability to reintegrate with his pod the more time he spends in human care."
environment,Northeastern Siberia has had particularly massive fires this summer amid record-setting heat. Many other regions across the vast country also have battled wildfires.
environment,"An updated damage estimate was not immediately available, though fire officials said the blaze has charred more than 181,000 acres (73,200 hectares) in Plumas and Butte counties and was 20% contained."
environment,"The fire was burning in a remote area with limited access, hampering firefighters’ efforts as it charged eastward, fire officials said. It has prompted evacuation orders in several small communities and along the west shore of Lake Almanor, a popular area getaway."
environment,"Meanwhile, the nation’s largest wildfire, southern Oregon’s Bootleg fire, was nearly halfway surrounded Saturday as more than 2,200 crew members worked to corral it in the heat and wind, fire officials said. The growth of the sprawling blaze had slowed, but thousands of homes remained threatened on its eastern side, authorities said."
environment,"“This fire is resistant to stopping at dozer lines,” Jim Hanson, fire behavior analyst, said in a news release from the Oregon Department of Forestry. “With the critically dry weather and fuels we are experiencing, firefighters are having to constantly reevaluate their control lines and look for contingency options.”"
environment,"INDIAN FALLS, Calif. (AP) — Flames racing through rugged terrain in Northern California destroyed multiple homes Saturday as the state’s largest wildfire intensified and numerous other blazes battered the U.S. West."
environment,"The Dixie fire, which started July 14, had already leveled over a dozen houses and other structures when it tore through the tiny community of Indian Falls after dark."
environment,"In California, Gov. Gavin Newsom has declared a state of emergency for four northern counties because of wildfires that he said were causing “conditions of extreme peril to the safety of persons and property.” The proclamation opened the way for more state support."
environment,"Such conditions are often from a combination of unusual random, short-term and natural weather patterns heightened by long-term, human-caused climate change. Global warming has made the West much warmer and drier in the past 30 years."
environment,"Another high-priority blaze, the Alder Creek fire in southwest Montana, had charred over 6,800 acres (2,750 hectares) and was 10% contained Saturday night. It was threatening nearly 240 homes."
environment,"On Saturday, fire crews from California and Utah headed to Montana, Gov. Greg Gianforte announced. Five firefighters were injured Thursday when swirling winds blew flames back on them as they worked on the Devil’s Creek fire burning in rough, steep terrain near the rural town of Jordan, in the northeast part of the state."
environment,"They remained hospitalized Friday. Bureau of Land Management spokesperson Mark Jacobsen declined to release the extent of their injuries, and attempts to learn their conditions Saturday were unsuccessful. Three of the firefighters are U.S. Fish and Wildlife Service crew members from North Dakota, and the other two are U.S. Forest Service firefighters from New Mexico."
environment,Heavy smoke from that blaze and the Dixie fire lowered visibility and may at times ground aircraft providing support for fire crews. The air quality south of Lake Tahoe and across the state line into Nevada deteriorated to very unhealthy levels.
environment,"In north-central Washington, firefighters battled two blazes in Okanogan County that threatened hundreds of homes and again caused hazardous air quality conditions Saturday. And in northern Idaho, east of Spokane, Washington, a small fire near the Silverwood Theme Park prompted evacuations Friday evening at the park and in the surrounding area. The theme park was back open on Saturday with the fire half contained."
environment,"Although hot weather with afternoon winds posed a continued threat of spreading blazes, weekend forecasts also called for a chance of scattered thunderstorms in California, Utah, Nevada, Arizona and other states. However, forecasters said some could be dry thunderstorms that produce little rain but a lot of lightning, which can spark new blazes."
environment,"Elsewhere in California, the Tamarack fire south of Lake Tahoe continued to burn through timber and chaparral and threatened communities on both sides of the California-Nevada state line. The fire, sparked by lightning July 4 in Alpine County, has destroyed at least 10 buildings."
environment,"More than 85 large wildfires were burning around the country, most of them in Western states, and they had burned over 1.4 million acres (2,135 square miles, or more than 553,000 hectares)."
environment,"Although spectators are banned from attending events at the upcoming Olympic Games, a local black bear apparently didn’t get the memo."
environment,"The animal, who witnesses said was about three feet tall, was spotted near Fukushima’s Azuma Sports Park twice just hours before a match between host country Japan and Australia."
environment,"“A guard found a bear inside Azuma Sports Park early in the morning yesterday. We also received similar information this morning,” a spokesman for the Fukushima Police Department told AFP."
environment,"Local media said the animal was an Asian black bear, AFP noted."
environment,"“We couldn’t find or capture the bear, and while there won’t be any spectators at the stadium, we are on alert and searching for the bear around the site,” the spokesman said."
environment,"As for the softball match, Japan beat Australia 8-1."
environment,"Last month in Sapporo ― where the marathon will be held ― a wild brown bear wounded four people, entered a military camp, and disrupted flights at the local airport before it was killed by authorities, CBS News reported."
environment,"Officers tried to flush the bear out of its hiding spot by blasting music and setting off firecrackers, according to CBS News. However, nothing worked."
environment,This wasn’t even the first bear to be a factor in a pre-Olympic event this summer.
environment,“Grandpa. We did it. 2020 Olympic champion!” it said.
environment,TOKYO (AP) — Ryan Crouser wrote the note and brought it to the stadium just in case.
environment,"The world’s best shot putter had a feeling he’d win. After he did just that on Thursday, he pulled out that piece of paper and showed it to the world. Crouser’s second straight Olympic gold medal was a tribute to his grandfather, Larry, who died shortly before Crouser left for Tokyo."
environment,"“To lose him the week before the Olympics was obviously sad,” Crouser said. “But I feel like he was able to be here in spirit.” "
environment,It was years ago in Larry Crouser’s backyard that Ryan attempted his first toss with the heavy metal ball that would shape his life. What a journey it produced.
environment,"Crouser has seen the world thanks to that shot put. Dominated it, too. He set the world record earlier this summer at the Olympic trials. On Thursday, he raised his own Olympic record as well, to 23.30 meters (76 feet, 5½ inches)."
environment,"“The same time that you’re cheering the most fantastic thing, there’s just that little bit of, ‘I wish grandpa was here,’” said Ryan’s mom, Lisa, while celebrating at a watch party back in Redmond, Oregon. “You know he’s watching.”"
environment,"He earned the first track and field gold medal for the American men at the Tokyo Games, coming later than anyone expected — on Day 7 of the meet. It was too late for his grandpa to see it, though Crouser and his family have a feeling he knows."
environment,"On Crouser’s big day, U.S. teammate Joe Kovacs finished second and Tomas Walsh of New Zealand was third."
environment,"That was the exact same podium as five years ago at the Rio de Janeiro Olympics. It marks the first time in any Olympic individual track and field event that there’s been a repeat podium in back-to-back Summer Games — the same three athletes in the exact same positions, according to Olympic historian Bill Mallon."
environment,"“We just keep pushing each other,” said Kovacs, the 2019 world champion whose farthest toss was 22.65."
environment,"“I went back the next day and replaced that,” Crouser said."
environment,"Crouser’s childhood throws in his grandfather’s backyard were unpredictable at times. Once, he lobbed one through the top of the garden shed."
environment,"Time marched on. Eventually, Larry Crouser lost his hearing. Ryan started writing notes."
environment,The last one might have been the most important.
environment,"“They had a letter correspondence going back and forth,” his mother explained."
environment,"Even for the world record-holder and defending champion, the note was something of a leap of faith. But Crouser figured that, at worst, no one would ever find out about it. Turns out, he was spot-on. After the win, he proudly displayed it as he paraded around in his cowboy hat."
environment,Crouser put pen to paper in his room a few days ago to calm his nerves. Not so much about the event — he wasn’t nervous — but about possibly testing positive for the coronavirus. The positive test that knocked pole vaulter Sam Kendricks out of the Olympics rattled him.
environment,Crouser’s grandpa was alive June 18 to see him break a 31-year-old world record at the U.S. Olympic trials.
environment,"“He watched that throw on the iPad, thousands and thousands of times,” Crouser said. “He’s been my biggest fan.”"
environment,"Asked how far that throw might have gone at his grandfather’s place, Crouser laughed and said: “It would have been into the neighbor’s yard. I don’t know if it would have hit a building, maybe a house.”"
environment,The note he wrote after that one was simple: “World-record holder.”
environment,"On a steamy day in Tokyo, Crouser clapped his hands after his final attempt — sending chalk dust into the air. Later, he went over and shared a hug and a handshake with his father, Mitch, who serves as his coach."
environment,"This win, though, was for Grandpa Larry."
environment,"SACRAMENTO, Calif. (AP) — As drought- and wind-driven wildfires have become more dangerous across the American West in recent years, firefighters have tried to become smarter in how they prepare."
environment,"They’re using new technology and better positioning of resources in a bid to keep small blazes from erupting into mega-fires like the ones that torched a record 4% of California last year, or the nation’s biggest wildfire this year that has charred a section of Oregon half the size of Rhode Island."
environment,"“He always told me to stop and enjoy the moment,” Crouser said. “He knows for me, I’m always super goal-oriented and looking long term. His thing that he always told me was to stop and smell the roses.”"
environment,Catching fires more quickly gives firefighters a better chance of keeping them small.
environment,"There have been 730 more wildfires in California so far this year than last, an increase of about 16%. But nearly triple the area has burned — 470 square miles (1,200 square kilometers)."
environment,"That includes using new fire behavior computer modeling that can help assess risks before fires start, then project their path and growth."
environment,"When “critical weather” is predicted — hot, dry winds or lightning storms — the technology, on top of hard-earned experience, allows California planners to pre-position fire engines, bulldozers, aircraft and hand crews armed with shovels and chain saws in areas where they can respond more quickly."
environment,"That’s helped Cal Fire hold an average 95% of blazes to 10 acres (4 hectares) or less even in poor conditions driven by drought or climate change, she said. So far this year it’s held 96.5% of fires below 10 acres (4 hectares)."
environment,"With the computer modeling, “they can do a daily risk forecast across the state, so they use that for planning,” said Lynne Tolmachoff, spokeswoman for Cal Fire, California’s firefighting agency."
environment,"In another effort to catch fires quickly, what once were fire lookout towers staffed by humans have largely been replaced with cameras in remote areas, many of them in high-definition and armed with artificial intelligence to discern a smoke plume from morning fog. There are 800 such cameras scattered across California, Nevada and Oregon, and even casual viewers can remotely watch wildfires in real time."
environment,"Federal firefighters similarly track how dry vegetation has become in certain areas, then station crews and equipment ahead of lightning storms or in areas where people gather during holidays, said Stanton Florea, a U.S. Forest Service spokesman at the National Interagency Fire Center in Boise, Idaho."
environment,"“Your job is to manage the fire, and these are tools that will help you do so” with a degree of accuracy unheard of even five years ago, said Char Miller, a professor at Pomona College in California and a widely recognized wildfire policy expert."
environment,"Fire managers can then “start making tactical decisions based on what they can see,” even before firefighters reach the scene, Tolmachoff said."
environment,"Other mapping software can show active fires, fuel breaks designed to slow their spread, prescribed burns, defensible space cleared around homes, destroyed homes and other wildfire damage."
environment,"“It’s all still new, but we can see where it’s going to take us in the future when it comes to planning for people building homes on the wildland area, but also wildland firefighting,” Tolmachoff said."
environment,"Fire managers also routinely summon military drones from the National Guard or Air Force to fly over fires at night, using heat imaging to map their boundaries and hot spots. They can use satellite imagery to plot the course of smoke and ash."
environment,"In California, fire managers can overlay all that information on high-quality Light Detection and Ranging topography maps that can aid decisions on forest management, infrastructure planning and preparation for wildfires, floods, tsunamis and landslides. Then they add the fire behavior computer simulation based on weather and other variables."
environment,"Some experts argue it’s a losing battle against wildfires worsened by global warming, a century of reflexive wildfire suppression and overgrown forests, and communities creeping into what once were sparsely populated areas. Climate change has made the West hotter and drier in the past 30 years, and scientists have long warned the weather will get more extreme as the world warms."
environment,"Cal Fire and other fire agencies have been early adopters of remote imaging and other technologies that can be key in early wildfire detection, said John Bailey, a former firefighter and now professor at Oregon State University."
environment,"Yet, firefighters’ goal is to replicate the outcome of a fire that started Monday in the canyon community of Topanga, between Los Angeles and Malibu."
environment,It had the potential to swiftly spread through dry brush but was held to about 7 acres (3 hectares) after water-dropping aircraft were scrambled within minutes from LA and neighboring Ventura County.
environment,"What firefighters don’t want is another wildfire like the one that ravaged the Malibu area in 2018. It destroyed more than 1,600 structures, killed three people and forced thousands to flee."
environment,"In another bid to gain an early advantage, California is buying a dozen new Sikorsky Firehawk helicopters — at $24 million each — that can operate at night, fly faster, drop more water and carry more firefighters than the Vietnam War-era Bell UH-1H “Hueys” they will eventually replace."
environment,"For all that, firefighters’ efforts to outsmart and suppress wildfires is counterproductive if all it does is postpone fires in areas that will eventually burn, argued Richard Minnich, a professor in Riverside who studies fire ecology."
environment,"It will also soon receive seven military surplus C-130 transport aircraft retrofitted to carry 4,000 gallons (15,140 litres) of fire retardant, more than three times as much as Cal Fire’s workhorse S-2 airtankers."
environment,"“No matter how sophisticated the technology may be, the areas they can manage or physically impact things is small,” he said. “We’re in over our heads. You can have all the technology in the world — fire control is impossible.”"
environment,"Working with wildfires is more realistic, he said, by taking advantage of patches that previously burned to channel the spread of new blazes."
environment,"Timothy Ingalsbee, a former federal firefighter who now heads Firefighters United for Safety, Ethics and Ecology, also said firefighters need to adopt a new approach when confronting the most dangerous wind-driven wildfires that leapfrog containment lines by showering flaming embers a mile or more ahead of the main inferno."
environment,"It’s better to build more fire-resistant homes and devote scarce resources to protecting threatened communities while letting the fires burn around them, he said."
environment,"Associated Press writers Keith Ridler in Boise, Idaho, and Christopher Weber in Los Angeles contributed to this story."
environment,"As of Wednesday morning, the massive blaze in southern Oregon ― currently the largest wildfire burning in the country ― has consumed nearly 400,000 acres, a 625 square-mile swath of land comparable in size to half of Rhode Island. Just 32% of the fire is contained."
environment,"“We have these amazing tools that allow us to map fire spread in real time and model it better than weather predictions,” Ingalsbee said. “Using that technology, we can start being more strategic and working with fire to keep people safe, keep homes safe, but let fire do the work it needs to do — which is recycle all the dead stuff into soil.”"
environment,"The Bootleg Fire in Oregon, which has ruined more than 150 structures and displaced thousands of people, is so big that officials say it may not be fully extinguished until November. "
environment,"The fire is so large that it’s spawning pyrocumulous clouds, super-heated columns of smoke and ash that can reach up to 6 miles high and generate their own lightning and strong winds. Those, in turn, can ignite and spread other fires, creating a destructive cycle."
environment,"“Normally, the weather predicts what the fire will do,” Oregon Department of Forestry spokesperson Marcus Kauffman told CNN on Tuesday. “In this case, the fire is predicting what the weather will do.”"
environment,"Fire officials said Wednesday that lightning or some other natural cause likely ignited the massive fire on July 6, which expanded aggressively thanks to a combination of gusty winds and critically dry fuel. An unprecedented heatwave in late June left 90% of the state in exceptional, extreme or severe drought conditions. The National Oceanic and Atmospheric Administration concluded the heatwave would have been “virtually impossible” without climate change."
environment,"PNW Incident Management Commander Rob Allen warned Tuesday that the fight would be “a marathon, not a sprint.”"
environment,"“We’re in this for as long as it takes to safely confine this monster,” he said."
environment,"No one has died so far, according to The Associated Press. "
environment,"The fire may not be fully extinguished until widespread moisture falls over the area in late October or November, firefighting official Katy O’Hara told The Washington Post."
environment,"However, at least 70 homes and 100 outbuildings have so far been destroyed, with some 2,000 homes evacuated and another 5,000 threatened. (In slightly better news, firefighters confirmed to The Oregonian that a monument to the only U.S. mainland casualties from enemy action in World War II has survived.)"
environment,"“There’s absolutely no question that climate change is playing out before our eyes,” Oregon Gov. Kate Brown (D) said at a news conference Tuesday. “We saw the heat dome event a few weeks ago. We unfortunately lost a lot of Oregonians through that event. In February we saw devastating ice storms. Over a half a million people lost power last fall, as you are well aware. We had unprecedented wildfires.”"
environment,"Almost 80 large fires are currently burning across the American West. They have destroyed more than 1.3 million acres of land, a 2,031 square-mile area bigger than the state of Delaware. Smoke from those fires even darkened the skies of New York City — about 2,000 miles away — on Tuesday. "
environment,"“It’s incredibly important that we ... tackle climate change, from reducing our reliance on fossil fuels to making sure that we transition to clean energy as quickly as possible,” Brown added. "
environment,Videos showed people standing in chest-high water inside the subway.
environment,"After heavy rain drenched the city of Zhengzhou in central China on Tuesday, at least a dozen people have been reported dead, according to The Associated Press. "
environment,Dramatic videos posted to social media captured people trapped in subways and cars floating down the street as floods tore through China’s Henan province.
environment,People were filmed rescuing fellow residents trapped by the torrential floods.
environment,"This was just the latest in a number of natural disasters around the world in recent weeks that illustrate the deadly consequences of climate change: Catastrophic floods in Germany last week killed over 140 people, hundreds died after a heat wave blanketed the Pacific Northwest earlier this month, and the Bootleg wildfire currently burning in Oregon is so large it is creating its own dramatic weather patterns. "
environment,"Over 100,000 people have been evacuated across the region, according to state-affiliated news media CGTN. "
environment,"The local government in Zhengzhou said that the “flood control situation is grim” and that the risk of disaster was “extremely high” in a statement on its website, per NBC News. "
environment,"Other footage captured cars floating down the street, carried by muddy waters."
environment,"SAN FRANCISCO (AP) — Pacific Gas & Electric equipment may have been involved in the start of the big Dixie Fire burning in the Sierra Nevada, the nation’s largest utility reported to California regulators."
environment,"PG&E said in a report Sunday to the California Public Utilities Commission that a repair man responding to a circuit outage on July 13 spotted blown fuses in a conductor atop a pole, a tree leaning into the conductor and fire at the base of the tree."
environment,"The Dixie Fire has grown to nearly 47 square miles (122 square kilometers), largely in remote wilderness. The utility said investigators with the California Department of Forestry and Fire Protection have collected equipment from the location."
environment,The Dixie Fire is among dozens burning in the parched West.
environment,"PG&E equipment has repeatedly been linked to major wildfires, including a 2018 fire that ravaged the town of Paradise and killed 85 people."
environment,"The destructive Bootleg Fire, one of the largest in modern Oregon history, has already burned more than 476 square miles (1,210 square kilometers), an area about the size of Los Angeles. The blaze just north of the California state line was 25% contained."
environment,Meteorologists predicted critically dangerous fire weather through at least Monday with lightning possible in both California and southern Oregon.
environment,"But, for the first time in over a decade, the U.S. government may actually do something about the emissions destabilizing the climate. "
environment,"It’s the summer of cascading disasters in the United States: Downpours have made rivers of major metropoles’ transit lines, a coastal condo collapsed, flames have engulfed vast swaths of land, and triple-digit heat has roasted typically temperate regions. The catastrophes have brought a mounting death toll and incalculable trauma."
environment,"Democrats plan to use their slim majorities in Congress to pass a $3.5 trillion spending package that includes mandates to cut 80% of planet-heating pollution from the electricity sector by 2030, fund a new green jobs corps, and make it easier for drivers to swap gas guzzlers for electric vehicles. "
environment,"This week, the Biden administration and its allies in Congress announced plans to pack the federal budget with resources and rules that could jolt a country long paralyzed by corporate obstruction and science denial into finally confronting an unprecedented crisis. "
